Book,Heading,Verse Range with Milestone,Verse Range
Genesis,,,
,An Illustration From Marriage,Romans 7:1-6[[@Bible:Romans 7:1-6]],Romans 7:1-6
,Struggling With Sin,Romans 7:7-25[[@Bible:Romans 7:7-25]],Romans 7:7-25
,Life Through the Spirit,Romans 8:1-17[[@Bible:Romans 8:1-17]],Romans 8:1-17
,Future Glory,Romans 8:18-27[[@Bible:Romans 8:18-27]],Romans 8:18-27
,More Than Conquerors,Romans 8:28-39[[@Bible:Romans 8:28-39]],Romans 8:28-39
,God's Sovereign Choice,Romans 9:1-29[[@Bible:Romans 9:1-29]],Romans 9:1-29
,Israel's Unbelief,Romans 9:30-10:21[[@Bible:Romans 9:30-10:21]],Romans 9:30-10:21
,The Remnant of Israel,Romans 11:1-10[[@Bible:Romans 11:1-10]],Romans 11:1-10
,Ingrafted Branches,Romans 11:11-24[[@Bible:Romans 11:11-24]],Romans 11:11-24
,All Israel Will Be Saved,Romans 11:25-32[[@Bible:Romans 11:25-32]],Romans 11:25-32
,Doxology,Romans 11:33-36[[@Bible:Romans 11:33-36]],Romans 11:33-36
,Living Sacrifices,Romans 12:1-8[[@Bible:Romans 12:1-8]],Romans 12:1-8
,Love,Romans 12:9-21[[@Bible:Romans 12:9-21]],Romans 12:9-21
,Submission to the Authorities,Romans 13:1-7[[@Bible:Romans 13:1-7]],Romans 13:1-7
,"Love, for the Day is Near",Romans 13:8-14[[@Bible:Romans 13:8-14]],Romans 13:8-14
,The Weak and the Strong,Romans 14:1-15:13[[@Bible:Romans 14:1-15:13]],Romans 14:1-15:13
,Paul the Minister to the Gentiles,Romans 15:14-22[[@Bible:Romans 15:14-22]],Romans 15:14-22
,Paul's Plan to Visit Rome,Romans 15:23-33[[@Bible:Romans 15:23-33]],Romans 15:23-33
,Personal Greetings,Romans 16:1-27[[@Bible:Romans 16:1-27]],Romans 16:1-27
1 Corinthians,,,
,Thanksgiving,1 Corinthians 1:1-9[[@Bible:1 Corinthians 1:1-9]],1 Corinthians 1:1-9
,Divisions in the Church,1 Corinthians 1:10-17[[@Bible:1 Corinthians 1:10-17]],1 Corinthians 1:10-17
,Christ the Wisdom and Power of God,1 Corinthians 1:18-2:5[[@Bible:1 Corinthians 1:18-2:5]],1 Corinthians 1:18-2:5
,Wisdom From the Spirit,1 Corinthians 2:6-16[[@Bible:1 Corinthians 2:6-16]],1 Corinthians 2:6-16
,On Divisions in the Church,1 Corinthians 3:1-23[[@Bible:1 Corinthians 3:1-23]],1 Corinthians 3:1-23
,Apostles of Christ,1 Corinthians 4:1-21[[@Bible:1 Corinthians 4:1-21]],1 Corinthians 4:1-21
,Expel the Immoral Brother!,1 Corinthians 5:1-13[[@Bible:1 Corinthians 5:1-13]],1 Corinthians 5:1-13
,Lawsuits Among Believers,1 Corinthians 6:1-11[[@Bible:1 Corinthians 6:1-11]],1 Corinthians 6:1-11
,Sexual Immorality,1 Corinthians 6:12-20[[@Bible:1 Corinthians 6:12-20]],1 Corinthians 6:12-20
,Marriage,1 Corinthians 7:1-40[[@Bible:1 Corinthians 7:1-40]],1 Corinthians 7:1-40
,Food Sacrificed to Idols,1 Corinthians 8:1-13[[@Bible:1 Corinthians 8:1-13]],1 Corinthians 8:1-13
,The Rights of an Apostle,1 Corinthians 9:1-27[[@Bible:1 Corinthians 9:1-27]],1 Corinthians 9:1-27
,Warnings From Israel's History,1 Corinthians 10:1-13[[@Bible:1 Corinthians 10:1-13]],1 Corinthians 10:1-13
,Idol Feasts and the Lord's Supper,1 Corinthians 10:14-22[[@Bible:1 Corinthians 10:14-22]],1 Corinthians 10:14-22
,The Believer's Freedom,1 Corinthians 10:23-11:1[[@Bible:1 Corinthians 10:23-11:1]],1 Corinthians 10:23-11:1
,Propriety in Worship,1 Corinthians 11:2-16[[@Bible:1 Corinthians 11:2-16]],1 Corinthians 11:2-16
,The Lord's Supper,1 Corinthians 11:17-34[[@Bible:1 Corinthians 11:17-34]],1 Corinthians 11:17-34
,Spiritual Gifts,1 Corinthians 12:1-31[[@Bible:1 Corinthians 12:1-31]],1 Corinthians 12:1-31
,Love,1 Corinthians 13:1-13[[@Bible:1 Corinthians 13:1-13]],1 Corinthians 13:1-13
,Gifts of Prophecy and Tongues,1 Corinthians 14:1-25[[@Bible:1 Corinthians 14:1-25]],1 Corinthians 14:1-25
,Orderly Worship,1 Corinthians 14:26-40[[@Bible:1 Corinthians 14:26-40]],1 Corinthians 14:26-40
,The Resurrection of Christ,1 Corinthians 15:1-11[[@Bible:1 Corinthians 15:1-11]],1 Corinthians 15:1-11
,The Resurrection of the Dead,1 Corinthians 15:12-34[[@Bible:1 Corinthians 15:12-34]],1 Corinthians 15:12-34
,The Resurrection Body,1 Corinthians 15:35-58[[@Bible:1 Corinthians 15:35-58]],1 Corinthians 15:35-58
,The Collection for God's People,1 Corinthians 16:1-4[[@Bible:1 Corinthians 16:1-4]],1 Corinthians 16:1-4
,Personal Requests,1 Corinthians 16:5-18[[@Bible:1 Corinthians 16:5-18]],1 Corinthians 16:5-18
,Final Greetings,1 Corinthians 16:19-24[[@Bible:1 Corinthians 16:19-24]],1 Corinthians 16:19-24
2 Corinthians,,,
,The God of All Comfort,2 Corinthians 1:1-11[[@Bible:2 Corinthians 1:1-11]],2 Corinthians 1:1-11
,Paul's Change of Plans,2 Corinthians 1:12-2:4[[@Bible:2 Corinthians 1:12-2:4]],2 Corinthians 1:12-2:4
,Forgiveness for the Sinner,2 Corinthians 2:5-11[[@Bible:2 Corinthians 2:5-11]],2 Corinthians 2:5-11
,Ministers of the New Covenant,2 Corinthians 2:12-3:6[[@Bible:2 Corinthians 2:12-3:6]],2 Corinthians 2:12-3:6
,The Glory of the New Covenant,2 Corinthians 3:7-18[[@Bible:2 Corinthians 3:7-18]],2 Corinthians 3:7-18
,Treasures in Jars of Clay,2 Corinthians 4:1-18[[@Bible:2 Corinthians 4:1-18]],2 Corinthians 4:1-18
,Our Heavenly Dwelling,2 Corinthians 5:1-10[[@Bible:2 Corinthians 5:1-10]],2 Corinthians 5:1-10
,The Ministry of Reconciliation,2 Corinthians 5:11-6:2[[@Bible:2 Corinthians 5:11-6:2]],2 Corinthians 5:11-6:2
,Paul's Hardships,2 Corinthians 6:3-13[[@Bible:2 Corinthians 6:3-13]],2 Corinthians 6:3-13
,Do Not Be Yoked With Unbelievers,2 Corinthians 6:14-7:1[[@Bible:2 Corinthians 6:14-7:1]],2 Corinthians 6:14-7:1
,Paul's Joy,2 Corinthians 7:2-16[[@Bible:2 Corinthians 7:2-16]],2 Corinthians 7:2-16
,Generosity Encouraged,2 Corinthians 8:1-15[[@Bible:2 Corinthians 8:1-15]],2 Corinthians 8:1-15
,Titus Sent to Corinth,2 Corinthians 8:16-9:5[[@Bible:2 Corinthians 8:16-9:5]],2 Corinthians 8:16-9:5
,Sowing Generously,2 Corinthians 9:6-15[[@Bible:2 Corinthians 9:6-15]],2 Corinthians 9:6-15
,Paul's Defense of His Ministry,2 Corinthians 10:1-18[[@Bible:2 Corinthians 10:1-18]],2 Corinthians 10:1-18
,Paul and the False Apostles,2 Corinthians 11:1-15[[@Bible:2 Corinthians 11:1-15]],2 Corinthians 11:1-15
,Paul Boasts About His Sufferings,2 Corinthians 11:16-33[[@Bible:2 Corinthians 11:16-33]],2 Corinthians 11:16-33
,Paul's Vision and His Thorn,2 Corinthians 12:1-10[[@Bible:2 Corinthians 12:1-10]],2 Corinthians 12:1-10
,Paul's Concern for the Corinthians,2 Corinthians 12:11-21[[@Bible:2 Corinthians 12:11-21]],2 Corinthians 12:11-21
,Final Warnings,2 Corinthians 13:1-10[[@Bible:2 Corinthians 13:1-10]],2 Corinthians 13:1-10
,Final Greetings,2 Corinthians 13:11-14[[@Bible:2 Corinthians 13:11-14]],2 Corinthians 13:11-14
Galatians,,,
,No Other Gospel,Galatians 1:1-10[[@Bible:Galatians 1:1-10]],Galatians 1:1-10
,Paul Called by God,Galatians 1:11-24[[@Bible:Galatians 1:11-24]],Galatians 1:11-24
,Paul Accepted by the Apostles,Galatians 2:1-10[[@Bible:Galatians 2:1-10]],Galatians 2:1-10
,Paul Opposes Peter,Galatians 2:11-21[[@Bible:Galatians 2:11-21]],Galatians 2:11-21
,Faith or Observance of the Law,Galatians 3:1-14[[@Bible:Galatians 3:1-14]],Galatians 3:1-14
,The Law and the Promise,Galatians 3:15-25[[@Bible:Galatians 3:15-25]],Galatians 3:15-25
,Sons of God,Galatians 3:26-4:7[[@Bible:Galatians 3:26-4:7]],Galatians 3:26-4:7
,Paul's Concern for the Galatians,Galatians 4:8-20[[@Bible:Galatians 4:8-20]],Galatians 4:8-20
,Hagar and Sarah,Galatians 4:21-31[[@Bible:Galatians 4:21-31]],Galatians 4:21-31
,Freedom in Christ,Galatians 5:1-15[[@Bible:Galatians 5:1-15]],Galatians 5:1-15
,Life by the Spirit,Galatians 5:16-26[[@Bible:Galatians 5:16-26]],Galatians 5:16-26
,Doing Good to All,Galatians 6:1-10[[@Bible:Galatians 6:1-10]],Galatians 6:1-10
,Not Circumcision but a New Creation,Galatians 6:11-18[[@Bible:Galatians 6:11-18]],Galatians 6:11-18
Ephesians,,,
,Spiritual Blessings in Christ,Ephesians 1:1-14[[@Bible:Ephesians 1:1-14]],Ephesians 1:1-14
,Thanksgiving and Prayer,Ephesians 1:15-23[[@Bible:Ephesians 1:15-23]],Ephesians 1:15-23
,Made Alive in Christ,Ephesians 2:1-10[[@Bible:Ephesians 2:1-10]],Ephesians 2:1-10
,One in Christ,Ephesians 2:11-22[[@Bible:Ephesians 2:11-22]],Ephesians 2:11-22
,Paul the Preacher to the Gentiles,Ephesians 3:1-13[[@Bible:Ephesians 3:1-13]],Ephesians 3:1-13
,A Prayer for the Ephesians,Ephesians 3:14-21[[@Bible:Ephesians 3:14-21]],Ephesians 3:14-21
,Unity in the Body of Christ,Ephesians 4:1-16[[@Bible:Ephesians 4:1-16]],Ephesians 4:1-16
,Living as Children of Light,Ephesians 4:17-5:21[[@Bible:Ephesians 4:17-5:21]],Ephesians 4:17-5:21
,Wives and Husbands,Ephesians 5:22-33[[@Bible:Ephesians 5:22-33]],Ephesians 5:22-33
,Children and Parents,Ephesians 6:1-4[[@Bible:Ephesians 6:1-4]],Ephesians 6:1-4
,Slaves and Masters,Ephesians 6:5-9[[@Bible:Ephesians 6:5-9]],Ephesians 6:5-9
,The Armor of God,Ephesians 6:10-20[[@Bible:Ephesians 6:10-20]],Ephesians 6:10-20
,Final Greetings,Ephesians 6:21-24[[@Bible:Ephesians 6:21-24]],Ephesians 6:21-24
Philippians,,,
,Thanksgiving and Prayer,Philippians 1:1-11[[@Bible:Philippians 1:1-11]],Philippians 1:1-11
,Paul's Chains Advance the Gospel,Philippians 1:12-30[[@Bible:Philippians 1:12-30]],Philippians 1:12-30
,Imitating Christ's Humility,Philippians 2:1-11[[@Bible:Philippians 2:1-11]],Philippians 2:1-11
,Shining as Stars,Philippians 2:12-18[[@Bible:Philippians 2:12-18]],Philippians 2:12-18
,Timothy and Epaphroditus,Philippians 2:19-30[[@Bible:Philippians 2:19-30]],Philippians 2:19-30
,No Confidence in the Flesh,Philippians 3:1-11[[@Bible:Philippians 3:1-11]],Philippians 3:1-11
,Pressing on Toward the Goal,Philippians 3:12-4:1[[@Bible:Philippians 3:12-4:1]],Philippians 3:12-4:1
,Exhortations,Philippians 4:2-9[[@Bible:Philippians 4:2-9]],Philippians 4:2-9
,Thanks for Their Gifts,Philippians 4:10-20[[@Bible:Philippians 4:10-20]],Philippians 4:10-20
,Final Greetings,Philippians 4:21-23[[@Bible:Philippians 4:21-23]],Philippians 4:21-23
Colossians,,,
,Thanksgiving and Prayer,Colossians 1:1-14[[@Bible:Colossians 1:1-14]],Colossians 1:1-14
,The Supremacy of Christ,Colossians 1:15-23[[@Bible:Colossians 1:15-23]],Colossians 1:15-23
,Paul's Labor for the Church,Colossians 1:24-2:5[[@Bible:Colossians 1:24-2:5]],Colossians 1:24-2:5
,Freedom From Human Regulations Through Life With Christ,Colossians 2:6-23[[@Bible:Colossians 2:6-23]],Colossians 2:6-23
,Rules for Holy Living,Colossians 3:1-17[[@Bible:Colossians 3:1-17]],Colossians 3:1-17
,Rules for Christian Households,Colossians 3:18-4:1[[@Bible:Colossians 3:18-4:1]],Colossians 3:18-4:1
,Further Instructions,Colossians 4:2-6[[@Bible:Colossians 4:2-6]],Colossians 4:2-6
,Final Greetings,Colossians 4:7-18[[@Bible:Colossians 4:7-18]],Colossians 4:7-18
1 Thessalonians,,,
,Thanksgiving for the Thessalonians' Faith,1 Thessalonians 1:1-10[[@Bible:1 Thessalonians 1:1-10]],1 Thessalonians 1:1-10
,Paul's Ministry in Thesalonica,1 Thessalonians 2:1-16[[@Bible:1 Thessalonians 2:1-16]],1 Thessalonians 2:1-16
,Paul's Longing to See the Thessalonians,1 Thessalonians 2:17-3:5[[@Bible:1 Thessalonians 2:17-3:5]],1 Thessalonians 2:17-3:5
,Timothy's Encouraging Report,1 Thessalonians 3:6-13[[@Bible:1 Thessalonians 3:6-13]],1 Thessalonians 3:6-13
,Living to Please God,1 Thessalonians 4:1-12[[@Bible:1 Thessalonians 4:1-12]],1 Thessalonians 4:1-12
,The Coming of the Lord,1 Thessalonians 4:13-5:11[[@Bible:1 Thessalonians 4:13-5:11]],1 Thessalonians 4:13-5:11
,Final Instructions,1 Thessalonians 5:12-28[[@Bible:1 Thessalonians 5:12-28]],1 Thessalonians 5:12-28
2 Thessalonians,,,
,Thanksgiving and Prayer,2 Thessalonians 1:1-12[[@Bible:2 Thessalonians 1:1-12]],2 Thessalonians 1:1-12
,The Man of Lawlessness,2 Thessalonians 2:1-12[[@Bible:2 Thessalonians 2:1-12]],2 Thessalonians 2:1-12
,Stand Firm,2 Thessalonians 2:13-17[[@Bible:2 Thessalonians 2:13-17]],2 Thessalonians 2:13-17
,Request for Prayer,2 Thessalonians 3:1-5[[@Bible:2 Thessalonians 3:1-5]],2 Thessalonians 3:1-5
,Warning Against Idleness,2 Thessalonians 3:6-15[[@Bible:2 Thessalonians 3:6-15]],2 Thessalonians 3:6-15
,Special Greetings,2 Thessalonians 3:16-18[[@Bible:2 Thessalonians 3:16-18]],2 Thessalonians 3:16-18
1 Timothy,,,
,Warning Against False Teachers of the Law,1 Timothy 1:1-11[[@Bible:1 Timothy 1:1-11]],1 Timothy 1:1-11
,The Lord's Grace to Paul,1 Timothy 1:12-20[[@Bible:1 Timothy 1:12-20]],1 Timothy 1:12-20
,Instructions on Worship,1 Timothy 2:1-15[[@Bible:1 Timothy 2:1-15]],1 Timothy 2:1-15
,Overseers and Deacons,1 Timothy 3:1-16[[@Bible:1 Timothy 3:1-16]],1 Timothy 3:1-16
,Instructions to Timothy,1 Timothy 4:1-16[[@Bible:1 Timothy 4:1-16]],1 Timothy 4:1-16
,"Advice About Widows, Elders and Slaves",1 Timothy 5:1-6:2[[@Bible:1 Timothy 5:1-6:2]],1 Timothy 5:1-6:2
,Love of Money,1 Timothy 6:3-10[[@Bible:1 Timothy 6:3-10]],1 Timothy 6:3-10
,Paul's Charge to Timothy,1 Timothy 6:11-21[[@Bible:1 Timothy 6:11-21]],1 Timothy 6:11-21
2 Timothy,,,
,Encouragement to Be Faithful,2 Timothy 1:1-2:13[[@Bible:2 Timothy 1:1-2:13]],2 Timothy 1:1-2:13
,A Workman Approved by God,2 Timothy 2:14-26[[@Bible:2 Timothy 2:14-26]],2 Timothy 2:14-26
,Godlessness in the Last Days,2 Timothy 3:1-9[[@Bible:2 Timothy 3:1-9]],2 Timothy 3:1-9
,Paul's Charge to Timothy,2 Timothy 3:10-4:8[[@Bible:2 Timothy 3:10-4:8]],2 Timothy 3:10-4:8
,Personal Remarks,2 Timothy 4:9-18[[@Bible:2 Timothy 4:9-18]],2 Timothy 4:9-18
,Final Greetings,2 Timothy 4:19-22[[@Bible:2 Timothy 4:19-22]],2 Timothy 4:19-22
Titus,,,
,Titus' Task on Crete,Titus 1:1-16[[@Bible:Titus 1:1-16]],Titus 1:1-16
,What Must Be Taught to Various Groups,Titus 2:1-15[[@Bible:Titus 2:1-15]],Titus 2:1-15
,Doing What is Good,Titus 3:1-11[[@Bible:Titus 3:1-11]],Titus 3:1-11
,Final Remarks,Titus 3:12-15[[@Bible:Titus 3:12-15]],Titus 3:12-15
Philemon,,,
,Thanksgiving and Prayer,Philemon 1:1-7[[@Bible:Philemon 1:1-7]],Philemon 1:1-7
,Paul's Plea for Onesimus,Philemon 1:8-25[[@Bible:Philemon 1:8-25]],Philemon 1:8-25
Hebrews,,,
,The Son Superior to Angels,Hebrews 1:1-14[[@Bible:Hebrews 1:1-14]],Hebrews 1:1-14
,Warning to Pay Attention,Hebrews 2:1-4[[@Bible:Hebrews 2:1-4]],Hebrews 2:1-4
,Jesus Made Like His Brothers,Hebrews 2:5-18[[@Bible:Hebrews 2:5-18]],Hebrews 2:5-18
,Jesus Greater Than Moses,Hebrews 3:1-6[[@Bible:Hebrews 3:1-6]],Hebrews 3:1-6
,Warning Against Unbelief,Hebrews 3:7-19[[@Bible:Hebrews 3:7-19]],Hebrews 3:7-19
,A Sabbath-Rest for the People of God,Hebrews 4:1-13[[@Bible:Hebrews 4:1-13]],Hebrews 4:1-13
,Jesus the Great High Priest,Hebrews 4:14-5:10[[@Bible:Hebrews 4:14-5:10]],Hebrews 4:14-5:10
,Warning Against Falling Away,Hebrews 5:11-6:12[[@Bible:Hebrews 5:11-6:12]],Hebrews 5:11-6:12
,The Certainty of God's Promise,Hebrews 6:13-20[[@Bible:Hebrews 6:13-20]],Hebrews 6:13-20
,Melchizedek the Priest,Hebrews 7:1-10[[@Bible:Hebrews 7:1-10]],Hebrews 7:1-10
,Jesus Like Melchizedek,Hebrews 7:11-28[[@Bible:Hebrews 7:11-28]],Hebrews 7:11-28
,The High Priest of a New Covenant,Hebrews 8:1-13[[@Bible:Hebrews 8:1-13]],Hebrews 8:1-13
,Worship in the Earthly Tabernacle,Hebrews 9:1-10[[@Bible:Hebrews 9:1-10]],Hebrews 9:1-10
,The Blood of Christ,Hebrews 9:11-28[[@Bible:Hebrews 9:11-28]],Hebrews 9:11-28
,Christ's Sacrifice Once for All,Hebrews 10:1-39[[@Bible:Hebrews 10:1-39]],Hebrews 10:1-39
,By Faith,Hebrews 11:1-40[[@Bible:Hebrews 11:1-40]],Hebrews 11:1-40
,God Disciplines His Sons,Hebrews 12:1-13[[@Bible:Hebrews 12:1-13]],Hebrews 12:1-13
,Warning Against Refusing God,Hebrews 12:14-29[[@Bible:Hebrews 12:14-29]],Hebrews 12:14-29
,Concluding Exhortations,Hebrews 13:1-25[[@Bible:Hebrews 13:1-25]],Hebrews 13:1-25
James,,,
,Trials and Temptations,James 1:1-18[[@Bible:James 1:1-18]],James 1:1-18
,Listening and Doing,James 1:19-27[[@Bible:James 1:19-27]],James 1:19-27
,Favoritism Forbidden,James 2:1-13[[@Bible:James 2:1-13]],James 2:1-13
,Faith and Deeds,James 2:14-26[[@Bible:James 2:14-26]],James 2:14-26
,Taming the Tongue,James 3:1-12[[@Bible:James 3:1-12]],James 3:1-12
,Two Kinds of Wisdom,James 3:13-18[[@Bible:James 3:13-18]],James 3:13-18
,Submit Yourselves to God,James 4:1-12[[@Bible:James 4:1-12]],James 4:1-12
,Boasting About Tomorrow,James 4:13-17[[@Bible:James 4:13-17]],James 4:13-17
,Warning to Rich Oppressors,James 5:1-6[[@Bible:James 5:1-6]],James 5:1-6
,Patience in Suffering,James 5:7-12[[@Bible:James 5:7-12]],James 5:7-12
,The Prayer of Faith,James 5:13-20[[@Bible:James 5:13-20]],James 5:13-20
1 Peter,,,
,Praise to God for a Living Hope,1 Peter 1:1-12[[@Bible:1 Peter 1:1-12]],1 Peter 1:1-12
,Be Holy,1 Peter 1:13-2:3[[@Bible:1 Peter 1:13-2:3]],1 Peter 1:13-2:3
,The Living Stone and a Chosen People,1 Peter 2:4-12[[@Bible:1 Peter 2:4-12]],1 Peter 2:4-12
,Submission to Rulers and Masters,1 Peter 2:13-25[[@Bible:1 Peter 2:13-25]],1 Peter 2:13-25
,Wives and Husbands,1 Peter 3:1-7[[@Bible:1 Peter 3:1-7]],1 Peter 3:1-7
,Suffering for Doing Good,1 Peter 3:8-22[[@Bible:1 Peter 3:8-22]],1 Peter 3:8-22
,Living for God,1 Peter 4:1-11[[@Bible:1 Peter 4:1-11]],1 Peter 4:1-11
,Suffering for Being a Christian,1 Peter 4:12-19[[@Bible:1 Peter 4:12-19]],1 Peter 4:12-19
,To Elders and Young Men,1 Peter 5:1-11[[@Bible:1 Peter 5:1-11]],1 Peter 5:1-11
,Final Greetings,1 Peter 5:12-14[[@Bible:1 Peter 5:12-14]],1 Peter 5:12-14
2 Peter,,,
,Making One's Calling and Election Sure,2 Peter 1:1-11[[@Bible:2 Peter 1:1-11]],2 Peter 1:1-11
,Prophecy of Scripture,2 Peter 1:12-21[[@Bible:2 Peter 1:12-21]],2 Peter 1:12-21
,False Teachers and Their Destruction,2 Peter 2:1-22[[@Bible:2 Peter 2:1-22]],2 Peter 2:1-22
,The Day of the Lord,2 Peter 3:1-18[[@Bible:2 Peter 3:1-18]],2 Peter 3:1-18
1 John,,,
,The Word of Life,1 John 1:1-4[[@Bible:1 John 1:1-4]],1 John 1:1-4
,Walking in the light,1 John 1:5-2:14[[@Bible:1 John 1:5-2:14]],1 John 1:5-2:14
,Do Not Love the World,1 John 2:15-17[[@Bible:1 John 2:15-17]],1 John 2:15-17
,Warning Against Antichrists,1 John 2:18-27[[@Bible:1 John 2:18-27]],1 John 2:18-27
,Children of God,1 John 2:28-3:10[[@Bible:1 John 2:28-3:10]],1 John 2:28-3:10
,Love one another,1 John 3:11-24[[@Bible:1 John 3:11-24]],1 John 3:11-24
,Test the Spirits,1 John 4:1-6[[@Bible:1 John 4:1-6]],1 John 4:1-6
,God's Love and Ours,1 John 4:7-21[[@Bible:1 John 4:7-21]],1 John 4:7-21
,Faith in the Son of God,1 John 5:1-12[[@Bible:1 John 5:1-12]],1 John 5:1-12
,Concluding Remarks,1 John 5:13-21[[@Bible:1 John 5:13-21]],1 John 5:13-21
2 John,,,
,Walking in Truth and Love,2 John 1:1-13[[@Bible:2 John 1:1-13]],2 John 1:1-13
3 John,,,
,Support and Opposition,3 John 1:1-15[[@Bible:3 John 1:1-15]],3 John 1:1-15
Jude,,,
,The Sin and Doom of Godless Men,Jude 1:1-16[[@Bible:Jude 1:1-16]],Jude 1:1-16
,A Call to Persevere,Jude 1:17-23[[@Bible:Jude 1:17-23]],Jude 1:17-23
,Doxology,Jude 1:24-25[[@Bible:Jude 1:24-25]],Jude 1:24-25
Revelation,,,
,Prologue,Revelation 1:1-3[[@Bible:Revelation 1:1-3]],Revelation 1:1-3
,Greetings and doxology,Revelation 1:4-8[[@Bible:Revelation 1:4-8]],Revelation 1:4-8
,One like a Son of Man,Revelation 1:9-20[[@Bible:Revelation 1:9-20]],Revelation 1:9-20
,To the church in Ephesus,Revelation 2:1-7[[@Bible:Revelation 2:1-7]],Revelation 2:1-7
,To the Church in Smyrna,Revelation 2:8-11[[@Bible:Revelation 2:8-11]],Revelation 2:8-11
,To the Church in Pergamum,Revelation 2:12-17[[@Bible:Revelation 2:12-17]],Revelation 2:12-17
,To the Church in Thyatira,Revelation 2:18-29[[@Bible:Revelation 2:18-29]],Revelation 2:18-29
,To the Church in Sardis,Revelation 3:1-6[[@Bible:Revelation 3:1-6]],Revelation 3:1-6
,To the Church in Philadelphia,Revelation 3:7-13[[@Bible:Revelation 3:7-13]],Revelation 3:7-13
,To the Church in Laodicea,Revelation 3:14-22[[@Bible:Revelation 3:14-22]],Revelation 3:14-22
,The Throne in Heaven,Revelation 4:1-11[[@Bible:Revelation 4:1-11]],Revelation 4:1-11
,The Scroll and the Lamb,Revelation 5:1-14[[@Bible:Revelation 5:1-14]],Revelation 5:1-14
,The Seals,Revelation 6:1-17[[@Bible:Revelation 6:1-17]],Revelation 6:1-17
,"144,000 Sealed",Revelation 7:1-8[[@Bible:Revelation 7:1-8]],Revelation 7:1-8
,The Great Multitude in White Robes,Revelation 7:9-17[[@Bible:Revelation 7:9-17]],Revelation 7:9-17
,The Seventh Seal and the Golden Censer,Revelation 8:1-5[[@Bible:Revelation 8:1-5]],Revelation 8:1-5
,The Trumpets,Revelation 8:6-9:21[[@Bible:Revelation 8:6-9:21]],Revelation 8:6-9:21
,The Angel and the Little Scroll,Revelation 10:1-11[[@Bible:Revelation 10:1-11]],Revelation 10:1-11
,The Two Witnesses,Revelation 11:1-14[[@Bible:Revelation 11:1-14]],Revelation 11:1-14
,The Seventh Trumpet,Revelation 11:15-19[[@Bible:Revelation 11:15-19]],Revelation 11:15-19
,The Woman and the Dragon,Revelation 12:1-13:1[[@Bible:Revelation 12:1-13:1]],Revelation 12:1-13:1
,The Beast out of the Sea,Revelation 13:2-10[[@Bible:Revelation 13:2-10]],Revelation 13:2-10
,The Beast out of the Earth,Revelation 13:11-18[[@Bible:Revelation 13:11-18]],Revelation 13:11-18
,"The Lamb and the 144,000",Revelation 14:1-5[[@Bible:Revelation 14:1-5]],Revelation 14:1-5
,The Three Angels,Revelation 14:6-13[[@Bible:Revelation 14:6-13]],Revelation 14:6-13
,The Harvest of the Earth,Revelation 14:14-20[[@Bible:Revelation 14:14-20]],Revelation 14:14-20
,Seven Angels with Seven Plagues,Revelation 15:1-8[[@Bible:Revelation 15:1-8]],Revelation 15:1-8
,The Seven Bowls of God's Wrath,Revelation 16:1-21[[@Bible:Revelation 16:1-21]],Revelation 16:1-21
,The Woman and the Beast,Revelation 17:1-18:24[[@Bible:Revelation 17:1-18:24]],Revelation 17:1-18:24
,Hallelujah!,Revelation 19:1-10[[@Bible:Revelation 19:1-10]],Revelation 19:1-10
,The Rider on the White Horse,Revelation 19:11-21[[@Bible:Revelation 19:11-21]],Revelation 19:11-21
,The Thousand Years,Revelation 20:1-6[[@Bible:Revelation 20:1-6]],Revelation 20:1-6
,Satan's Doom,Revelation 20:7-10[[@Bible:Revelation 20:7-10]],Revelation 20:7-10
,The Dead Are Judged,Revelation 20:11-15[[@Bible:Revelation 20:11-15]],Revelation 20:11-15
,The New Jerusalem,Revelation 21:1-27[[@Bible:Revelation 21:1-27]],Revelation 21:1-27
,The River of Life,Revelation 22:1-6[[@Bible:Revelation 22:1-6]],Revelation 22:1-6
